title,averageRating
Дезертир,3.6
Appointment at the Mill,4.8
Dostavenícko ve mlýnici,4.8
Svábovo zmarené dostavenícko,4.8
Свидание у мукомольни,4.8
"Ella Lola, a la Trilby",4.5
"Ella Lola, a la Trilby",4.5
Express Train on a Railway Cutting,5.4
Express Train on a Railway Cutting,5.4
Faust and Mephistopheles,4.7
Faust and Mephistopheles,4.7
La flagellation,4.2
La flagellation,4.2
La fuite en Égypte,4.3
La fuite en Égypte,4.3
Glasgow Fire Engine,4.0
Glasgow Fire Engine,4.0
Jésus devant Pilate,5.6
Jésus devant Pilate,5.6
Leçons de boxe,4.8
Leçons de boxe,4.8
"Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona",5.1
"Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona",5.1
London Express,5.4
London Express,5.4
A molnár és a kéményseprő,5.7
The Miller and the Sweep,5.7
Мельник и трубочист,5.7
The Miller and Sweep,5.7
The Miller and the Sweep,5.7
The Miller and Chimney Sweep,5.7
Photographing a Ghost,4.9
Photographing a Ghost,4.9
Фотография призрака,4.9
A Novice at X-rays,5.0
Les rayons Röntgen,5.0
Рентгеновские лучи,5.0
Les rayons Röntgen,5.0
O Sonho do Astrônomo,7.4
"La lune à un mètre. L'observatoire, la lune, Phoebé",7.4
Το όνειρο του αστρονόμου,7.4
The Moon at One Meter,7.4
Астрономов сан,7.4
To oniro tou astronomou,7.4
Луна всего лишь в метре,7.4
The Astronomer's Dream,7.4
"The Astronomer's Dream; or, the Man in the Moon",7.4
Sueños de un astrónomo,7.4
The Moon at Arm's Length,7.4
La lune à un mètre,7.4
Sen Astronoma,7.4
Le rêve d'un astronome,7.4
La lune à un mètre,7.4
Egy méterre a Hold,7.4
La luna a un metro,7.4
The Astronomer's Dream,7.4
Scène d'escamotage,4.7
Scène d'escamotage,4.7
Disappearing Act,4.7
Сцена исчезновения,4.7
Tearing Down the Spanish Flag,4.2
Испанский флаг сорван,4.2
Tearing Down the Spanish Flag,4.2
Smích a plác,4.1
Smích a plác,4.1
Tears and Laughter,4.1
Смех и плач,4.1
L'affaire Dreyfus,5.9
Die Affäre Dreyfus,5.9
O Caso Dreyfus,5.9
Sprawa Dreyfusa,5.9
El caso Dreyfus,5.9
Dreyfusova aféra,5.9
The Dreyfus Affair,5.9
L'affaire Dreyfus,5.9
Дело Дрейфуса,5.9
A Dreyfus-ügy,5.9
Aladdin and the Wonderful Lamp,6.6
Aladdin and the Wonderful Lamp,6.6
At the Club,4.6
Au cabaret,4.6
Au cabaret,4.6
В кафе,4.6
L'aveugle,5.4
L'aveugle,5.4
La belle et la bête,4.9
Красавица и чудовище,4.9
La belle et la bête,4.9
Beauty and the Beast,4.9
La bonne absinthe,4.9
Wonderful Absinthe,4.9
O Bom Absinto,4.9
La bonne absinthe,4.9
La bonne absinthe,4.9
Wonderful Absinthe,4.9
Отличный абсент,4.9
"Casey at the Bat, or, The Fate of a Rotten Umpire",4.5
Casey at the Bat,4.5
Casey at the Bat,4.5
Hamupipőke,6.5
Золушка,6.5
Cinderella,6.5
Cinderella and the Glass Slipper,6.5
Cendrillon,6.5
Cendrillon,6.5
Cenicienta,6.5
Baile Até à Meia-Noite,6.5
シンデレラ,6.5
Cinderella,6.5
Σταχτοπούτα,6.5
Cinderela,6.5
Stachtopouta,6.5
Portuguese Railway Train,3.4
Chegada ao Cais do Sodré do Primeiro Combóio em Cascais,3.4
Chegada de Um Comboio a Cascais,3.4
Portuguese Railway Train,3.4
Portuguese Railway Train,3.4
A Tour in Spain and Portugal,3.4
Portuguese Railway Train,3.4
Клеопатра,6.3
Cléopâtre,6.3
Cléopâtre,6.3
Cleopatra's Tomb,6.3
Robbing Cleopatra's Tomb,6.3
I stili tis fotias,6.3
La colonne de feu,6.3
Haggard's She: The Pillar of Fire,6.3
The Pillar of Fire,6.3
La danse du feu,6.3
Η στήλη της φωτιάς,6.3
La columna de fuego,6.3
Танец огня,6.3
Danse serpentine par Mme. Bob Walter,5.5
Танец серпантин исполняет Боб Уолтер,5.5
Danse serpentine par Mme. Bob Walter,5.5
Delivering Newspapers,4.5
Distributing a War Extra on Union Square,4.5
World News Wagon,4.5
Distributing a War Extra,4.5
Distributing a War Extra,4.5
Distributing a War Extra,4.5
The Sign of the Cross,6.4
The Devil in a Convent,6.4
Le diable au couvent,6.4
Le diable au couvent,6.4
El diablo en el convento,6.4
Diabeł w klasztorze,6.4
Дьявол в монастыре,6.4
O Diabo no Convento,6.4
The Haunted House,6.3
The Haunted House,6.3
L'impressionniste fin de siècle,6.4
L'impressionniste fin de siècle,6.4
Ілюзіоніст кінця століття,6.4
L'Illusionniste fin de siècle,6.4
Импрессионист конца века,6.4
A századforduló bűvésze,6.4
An Up-to-Date Conjuror,6.4
L'Impressionniste fin de siècle,6.4
A Turn of the Century Illusionist,6.4
An Up-to-Date Conjuror,6.4
The Conjurer,6.4
The King's Death at Winstead,5.0
Король Джон,5.0
King John,5.0
"Beerbohm Tree, the Great English Actor",5.0
Kralj Janez,5.0
King John,5.0
The Kiss in the Tunnel,6.1
The Kiss in the Tunnel,6.1
Ena fili sto tounel,6.1
Tunnel Kiss,6.1
O Beijo no Túnel,6.1
Csók az alagútban,6.1
Ένα φιλί στο τούνελ,6.1
Поцелуй в тоннеле,6.1
A Kiss in the Tunnel,6.1
Matches: An Appeal,5.3
Matches: An Appeal,5.3
Спички: Призыв,5.3
The Miser's Doom,4.2
The Miser's Doom,4.2
Panorama from the Tower of the Brooklyn Bridge,4.8
Panorama from the Tower of the Brooklyn Bridge,4.8
Un bon lit,5.3
A Midnight Episode,5.3
Avventura a mezzanotte,5.3
Un bon lit,5.3
Évocation spirite,5.7
Summoning the Spirits,5.7
Évocation spirite,5.7
Invocação de um Espírito,5.7
Призыв духов,5.7
Chimmie Hicks at the Races,4.4
Above the Limit,4.4
Above the Limit,4.4
Jimmie Hicks in Automobile,4.4
Automobile and Jimmy Hicks,4.4
Above the Limit,4.4
Army Life,4.8
Из армейской жизни: Конная пехота,4.8
"Army Life; or, How Soldiers Are Made: Mounted Infantry",4.8
"Army Life; or, How Soldiers Are Made: Mounted Infantry",4.8
Army Life,4.8
"Army Life; or, How Soldiers Are Made: Mounted Infantry",4.8
"Army Life, or How Soldiers Are Made",4.8
Army Life,4.8
Arrivée de Pierette et Pierrot,6.3
Arrivée de Pierette et Pierrot,6.3
As Seen Through a Telescope,5.6
The Professor and His Field Glass,5.6
L'astronome indiscret,5.6
Mit látunk a távcsőben,5.6
Что видно в телескоп,5.6
Como Visto Por um Telescópio,5.6
望遠鏡でみたもの,5.6
As Seen Through the Telescope,5.6
Attack on a China Mission,5.5
Attack on a China Mission,5.5
Attack on a Chinese Mission,5.5
Blue Jackets to the Rescue,5.5
Нападение на миссию в Китае,5.5
Ataque em uma Missão na China,5.5
Ataque a uma Missão na China,5.5
Avenue de l'opéra,5.6
Оперный проспект,5.6
Avenue de l'opéra,5.6
Avenue of the Opera,5.6
Avenue de l'opéra,5.6
Bataille d'oreillers,6.8
Bataille d'oreillers,6.8
Bataille de boules de neige,6.2
Bataille de boules de neige,6.2
Buffalo Bill's Show Parade,6.0
Buffalo Bill's Show Parade,6.0
Buffalo Bill's Wild West Parade,4.1
Buffalo Bill's Wild West Parade,4.1
Buffalo Bill's Wild West Parade,4.4
Buffalo Bill's Wild West Parade,4.4
Дикий Запад Буффало Билла,4.4
Buffalo Bill's Wild West Show,4.5
Buffalo Bill's Wild West Show,4.5
Chez le Maréchal-Ferrant,5.8
Chez le Maréchal-Ferrant,5.8
At the Photographer's,5.3
Chez le photographe,5.3
Chez le photographe,5.3
У фотографа,5.3
Yellow Peril,5.3
Chinese Magic,5.3
Chinese Magic,5.3
Chirurgie fin de siècle,5.7
Хирургия на рубеже веков,5.7
Turn-of-the-Century Surgery,5.7
Chirurgie na konci století,5.7
Chirurgie fin de siècle,5.7
Turn of the Century Surgery,5.7
Chirurgie fin de siècle,5.7
The Clown and the Alchemist,4.9
Клоун и алхимик,4.9
The Clown and the Alchemist,4.9
The Clown and the Alchemist,4.9
La concierge,5.2
La concierge,5.2
Консьержка,5.2
Танец бабочки,5.1
Danse du papillon,5.1
Danse du papillon,5.1
Danse serpentine,5.8
Danse serpentine,5.8
Танец «Серпантин»,5.8
Les fredaines de Pierrette,5.6
Pierrette's Escapades,5.6
Le départ d'Arlequin et de Pierrette,5.6
Le départ d'Arlequin et de Pierrette,5.6
The Enchanted Drawing,6.9
Το μαγεμένο σχέδιο,6.9
Зачарований малюнок,6.9
The Enchanted Drawing,6.9
To magemeno schedio,6.9
Az elvarázsolt rajz,6.9
The Enchanted Drawing,6.9
Очарованный рисунок,6.9
O Desenho Encantado,6.9
Fausto y Margarita,4.4
Faust and Marguerite,4.4
Faust and Marguerite,4.4
Фауст и Маргарита,4.4
"La fée aux choux, ou la naissance des enfants",5.2
"La fée aux choux, ou la naissance des enfants",5.2
"La fée aux choux, ou la naissance des enfants",5.2
"गोभी की परी, या बच्चों का जन्म",5.2
キャベツの妖精、または子供の誕生,5.2
"The Cabbage Fairy, or The Birth of Children",5.2
The Cabbage-Patch Fairy,5.2
"The cabbage fairy, or the birth of children",5.2
"Капустная фея, или рождение детей",5.2
"La fée aux choux, ou la naissance des enfants",5.2
おばあさんの虫眼鏡,6.0
Бабушкина лупа,6.0
Os Óculos de Leitura da Vovó,6.0
La Loupe de grand-maman,6.0
Grandma's Reading Glass,6.0
Grandma's Reading Glass,6.0
A nagymama nagyítója,6.0
Бабусина лупа,6.0
Büyükannenin Okuma Gözlüğü,6.0
Le duel d'Hamlet,5.3
"Hamlet, Scene de Duel",5.3
Le duel d'Hamlet,5.3
Дуэль Гамлета,5.3
Дуель Гамлета,5.3
"Hamlet, Duel Scene with Laertes",5.3
Hamlet,5.3
Happy Hooligan,5.0
Happy Hooligan,5.0
The House That Jack Built,5.3
The House That Jack Built,5.3
The House That Jack Built,5.3
How It Feels to Be Run Over,6.1
"Milyen érzés, ha elgázolják az embert",6.1
"Каково это, когда тебя переехали",6.1
How It Feels to Be Run Over,6.1
Chimmie Hicks and the Rum Omelet,7.2
Chimmie Hicks and the Rum Omelet,7.2
Позволь мне снова помечтать,5.8
Let Me Dream Again,5.8
Let Me Dream Again,5.8
Hagyj újra álmodni!,5.8
Die Jungfrau von Orleans,5.2
Eine moderne Jungfrau von Orleans,5.2
Maple Viewing,5.7
Momijigari,5.7
紅葉狩,5.7
Momijigari,5.7
Maple Leaf Viewing,5.7
Созерцание осенних листьев,5.7
The Mystic Swing,4.8
The Mystic Swing,4.8
The Mystic Swing,4.8
La petite magicienne,5.5
La petite magicienne,5.5
Early Christian Martyrs,5.8
Soldiers of the Cross,5.8
Soldiers of the Cross,5.8
Ранние христианские мученики,5.8
Soldiers of the Cross,5.8
Spanish Bullfight,4.9
Spanish Bullfight,4.9
Uncle Josh in a Spooky Hotel,4.9
Uncle Josh in a Spooky Hotel,4.9
Uncle Josh's Nightmare,4.9
O Pesadelo de Tio Josh,4.9
Ночной кошмар дяди Джоша,4.9
Uncle Josh's Nightmare,4.9
Another Job for the Undertaker,4.7
Another Job for the Undertaker,4.7
Другая работа для Андертэйкера,4.7
Buffalo Bill's Wild West Parade,4.4
Buffalo Bill's Wild West,4.4
Parade of Buffalo Bill's Wild West,4.4
Buffalo Bill's Wild West Parade,4.4
Buffalo Bill's Parade,4.4
"What Came Out of the Cheese; or, The Lilliputians in a New York Restaurant",5.5
"Веселые малютки, или Лилипуты в лондонском ресторане",5.5
"The Cheese Mites, or Lilliputians in a London Restaurant",5.5
"The Cheese Mites, or Lilliputians in a London Restaurant",5.5
Cheesemites,5.5
The Countryman and the Cinematograph,5.7
The Countryman and the Cinematograph,5.7
Соотечественник впервые смотрит движущиеся картинки,5.7
The Countryman and the Cinematograph,5.7
Először találkoznak vidéken a vetítőgéppel,5.7
The Countryman's First Sight of the Animated Pictures,5.7
Day at the Circus,5.4
Day at the Circus,5.4
Execution of Czolgosz with Panorama of Auburn Prison,5.1
Czolgosz kivégzése az auburni börtön látképével,5.1
Execução de Czolgosz com Panorâmica da Prisão de Auburn,5.1
Electrocution of Czolgosz,5.1
Execution of Czolgosz with Panorama of Auburn Prison,5.1
Fire!,6.2
Tűz van!,6.2
Fire!,6.2
Fogo!,6.2
Пожар,6.2
The Haunted Curiosity Shop,5.8
The Haunted Curiosity Shop,5.8
The Haunted Curiosity Shop,5.8
Лавка с привидениями,5.8
Die Geschichte eines Verbrechens,6.2
História de um Crime,6.2
Story of a Crime,6.2
History of a Crime,6.2
Egy bűntény története,6.2
История одного преступления,6.2
Histoire d'un crime,6.2
Histoire d'un crime,6.2
A gumifejű ember,7.1
The India Rubber Head,7.1
O Homem com a Cabeça de Borracha,7.1
Ο άνθρωπος με το κεφάλι από καουτσούκ,7.1
The Man with the India-Rubber Head,7.1
ゴム頭の男,7.1
Der Mann mit dem Gummikopf,7.1
Kautsjuk-Hovedet,7.1
Чeловек с резиновой головой,7.1
El hombre con la cabeza de goma,7.1
L'homme à la tête en caoutchouc,7.1
Człowiek z gumową głową,7.1
Людина з гумовою головою,7.1
El hombre de la cabeza de goma,7.1
The Man with the Rubber Head,7.1
L'homme à la tête en caoutchouc,7.1
Lavatory moderne,7.4
Lavatory moderne,7.4
"The Magic Sword, or A Medieval Mystery",6.2
The Magic Sword,6.2
The Magic Sword,6.2
Волшебная сабля,6.2
Magical Sword,6.2
Panorama of Esplanade by Night,5.5
Panorama of Esplanade by Night,5.5
Den lille Rødhætte,6.6
Красная Шапочка,6.6
Le petit chaperon rouge,6.6
Piroska és a farkas,6.6
Le petit chaperon rouge,6.6
Little Red Riding Hood,6.6
Caperucita roja,6.6
Scrooge; or Marley's Ghost,5.6
"Скрудж, або Привид Марлі",5.6
Scrooge; or Marley's Ghost,5.6
Scrooge; or Marley's Ghost,5.6
"Скрудж, или Призрак Марли",5.6
"Scrooge, or Marley's Ghost",5.6
De syv dødssynder,6.4
Les sept châteaux du diable,6.4
The Devil's Seven Castles,6.4
Los siete castillos del Diablo,6.4
Τα επτά κάστρα του Διαβόλου,6.4
The Seven Castles of the Devil,6.4
Les sept châteaux du diable,6.4
Les sept châteaux du diable,6.4
Ta epta kastra tou Diavolou,6.4
Танец,5.9
A táncz,5.9
The Dance,5.9
A tánc,5.9
A táncz,5.9
Undressing Extraordinary,6.1
Экстраординарное раздевание,6.1
Undressing Extraordinary,6.1
"Undressing Extraordinary, or The Troubles of a Tired Traveller",6.1
Undressing Extraordinary,6.1
Visita de la escuadra inglesa a Barcelona,4.1
Rompeolas,4.1
Visit of the British Navy to Barcelona,4.1
Visita de la escuadra inglesa a Barcelona,4.1
La belle au bois dormant,6.8
Tornerose,6.8
La belle au bois dormant,6.8
Sleeping Beauty,6.8
Buffalo Bill's Wild West Show,3.7
Buffalo Bill's Wild West Show,3.7
Miss Dundee et les chiens savants,5.8
Chiens savants,5.8
Miss Dundee and Her Performing Dogs,5.8
Мисс Данди и её дрессированные собаки,5.8
Les chiens savants,5.8
Le couronnement du roi Édouard VII,5.1
Le sacre d'Édouard VII,5.1
"Reproduction, Coronation Ceremonies: King Edward VII",5.1
The Coronation of Edward VII,5.1
A Coroação do Rei Eduardo VII,5.1
Edward VII's kroning,5.1
La coronación del Rey Eduardo VII,5.1
The Coronation of Edward VII,5.1
The Coronation of King Edward VII,5.1
Коронация Эдуарда VII,5.1
Danse excentrique,5.1
Danse excentrique,5.1
Serpentine Dance by Lina Esbrard,5.1
Jack y la habichuela gigante,6.1
Джек и стебель фасоли,6.1
Babszem Jankó,6.1
João e o Pé de Feijão,6.1
Jack and the Beanstalk,6.1
ジャックと豆の木,6.1
Jack and the Beanstalk,6.1
Le lion savant,5.8
Le lion savant,5.8
Mother Goose Nursery Rhymes,6.8
Mother Goose Nursery Rhymes,6.8
The Prince of Darkness,5.7
The Prince of Darkness,5.7
Procesión de las hijas de María de la parroquia de Sans,3.8
Procession of the Daughters of the Virgin Mary from the Sants Church,3.8
Procesión de las hijas de María de la parroquia de Sans,3.8
Первоклассная акушерка,5.1
Naissance des enfants,5.1
Sage-femme de première classe,5.1
A Parteira da Classe Média,5.1
Sage-femme de première classe,5.1
Midwife to the Upper Classes,5.1
Снос и возведение Звездного Театра,6.7
Building Up and Demolishing the Star Theatre,6.7
Demolishing and Building Up the Star Theatre,6.7
Star Theatre,6.7
A Star Theatre lebontása és felépítése,6.7
Demolishing and Building Up the Star Theatre,6.7
The Troublesome Fly,4.4
The Troublesome Fly,4.4
Les trésors de satan,5.5
Les trésors de satan,5.5
Сокровища сатаны,5.5
Los tesoros de Satán,5.5
Скарби сатани,5.5
Mephistopheles' School of Magic,5.5
The Treasures of Satan,5.5
The Devil's Money Bags,5.5
Uncle Josh at the Moving Picture Show,5.4
Uncle Josh at the Moving Picture Show,5.4
Josh bácsi és a mozgókép,5.4
Дядя Джош на киносеансе,5.4
Les victimes de l'alcoolisme,5.4
Žrtve alkohola,5.4
Alkoholismens skadelige Følger,5.4
Les victimes de l'alcoolisme,5.4
Alcohol and Its Victims,5.4
A Trip to the Moon,8.1
Cesta na Mesiac,8.1
Taxidi sti Selini,8.1
月世界旅行,8.1
Viagem à Lua,8.1
A Trip to the Moon,8.1
Путешествие на Луну,8.1
Ταξίδι στη Σελήνη,8.1
A Trip to the Moon,8.1
Die Reise zum Mond,8.1
Le voyage dans la lune,8.1
Cesta na Měsíc,8.1
Le Voyage Dans la Lune,8.1
Put na Mjesec,8.1
A Trip to the Moon,8.1
Cesta na Mesíc,8.1
Le Voyage dans la Lune,8.1
Op reis naar de maan,8.1
Matka Kuuhun,8.1
Die Reise nach dem Monde,8.1
En Tur til Maanen,8.1
Kelionė į Mėnulį,8.1
Viaje a la Luna,8.1
A Trip to the Moon,8.1
El viaje a la luna,8.1
Viaje a la Luna,8.1
Resan till månen,8.1
Пут на месец,8.1
Resan till månen,8.1
A Trip to Mars,8.1
Cesta na Mesiac,8.1
月球旅行记,8.1
Călătoria în lună,8.1
Viagem à Lua,8.1
月球之旅,8.1
A Trip to the Moon,8.1
Utazás a Holdba,8.1
Le Voyage Dans La Lune,8.1
Een avontuur bij de maan,8.1
Potovanje na luno,8.1
Viaggio nella Luna,8.1
A Trip to the Moon,8.1
Voyage to the Moon,8.1
Reisen til månen,8.1
Gessekai Ryokô,8.1
Ay'a Yolculuk,8.1
Podróż na Księżyc,8.1
Подорож на Місяць,8.1
Voiajul în lună,8.1
Алиса в Стране чудес,6.2
Alicja w krainie czarów,6.2
Alice no País das Maravilhas,6.2
Alice im Wunderland,6.2
Alíz Csodaországban,6.2
Alice in Wonderland,6.2
Alice's Adventures in Wonderland,6.2
Alice in Wonderland,6.2
Alice in Wonderland,6.2
不思議の国のアリス,6.2
Les aventures d'un voyageur trop pressé,5.0
Les aventures d'un voyageur trop pressé,5.0
Фокусы,5.5
The Enchanted Box,5.5
La boîte à malice,5.5
La boîte à malice,5.5
The Shallow Box Trick,5.5
The Mysterious Box,5.5
